ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;MUNICIPIO_COMPLEXO;UF_COMPLEXO;NOME_EXIBIDOR
263;5;0;2;SIM;NÃO;SIM;GRUPOCINE CAJAMAR;CAJAMAR;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
261;5;0;2;NÃO;NÃO;SIM;MOVIECOM TAUBATÉ;TAUBATÉ;SP;MOVIEPASS CINEMATOGRÁFICA LTDA
250;5;0;2;SIM;SIM;NÃO;CINEMAIS GOIANIA BOUGAINVILLE;GOIÂNIA;GO;CINEMAIS CINEMAS LTDA
245;5;0;2;NÃO;NÃO;SIM;MOVIECOM MAXI;JUNDIAÍ;SP;MAXI CINEMATOGRÁFICA LTDA
239;5;0;2;NÃO;NÃO;SIM;MOVIECOM TAUBATÉ;TAUBATÉ;SP;MOVIEPASS CINEMATOGRÁFICA LTDA
235;5;0;2;SIM;NÃO;SIM;KINOPLEX GOIÂNIA;GOIÂNIA;GO;EMPRESA CINEMAS SÃO LUIZ S/A
233;5;0;2;NÃO;NÃO;SIM;MOVIECOM MAXI;JUNDIAÍ;SP;MAXI CINEMATOGRÁFICA LTDA
230;5;0;2;NÃO;NÃO;SIM;MOVIECOM TAUBATÉ;TAUBATÉ;SP;MOVIEPASS CINEMATOGRÁFICA LTDA
222;5;0;2;SIM;NÃO;SIM;CENTERPLEX MESSEJANA;FORTALEZA;CE;EMPRESA DE CINEMAS FORTALEZA LTDA
219;5;0;2;SIM;NÃO;SIM;SOROCABA CIDADE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
215;5;0;2;NÃO;NÃO;SIM;CINESERCLA PÁTIO MIX TEIXEIRA;TEIXEIRA DE FREITAS;BA;ADICINE ADMINISTRADORA DE CINEMAS LTDA
211;5;0;2;SIM;NÃO;SIM;JARDIM GUADALUPE;RIO DE JANEIRO;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
203;5;0;2;SIM;NÃO;SIM;CINEMAIS GUARATINGUETÁ;GUARATINGUETÁ;SP;CINEMAIS CINEMAS LTDA
275;4;0;2;SIM;NÃO;SIM;CENTERPLEX GRANDE CIRCULAR;MANAUS;AM;CINE ELI AMAZONAS CINEMAS LTDA - EM RECUPERAÇÃO JUDICIAL
274;4;0;2;SIM;NÃO;SIM;GRUPOCINE CONCORDIA;CONCÓRDIA;SC;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
264;4;0;2;NÃO;NÃO;SIM;CINESYSTEM SANTARÉM;SANTARÉM;PA;REDECINE BRA CINEMATOGRÁFICA S.A.
263;4;0;2;NÃO;NÃO;SIM;CINESERCLA SHOPPING PRÊMIO;NOSSA SENHORA DO SOCORRO;SE;EXIBIDORA NACIONAL DE FILMES LTDA
233;4;0;2;NÃO;NÃO;SIM;MOVIECOM JARAGUÁ;ARARAQUARA;SP;CINEMATOGRÁFICA JARAGUÁ LTDA
232;4;0;2;SIM;NÃO;SIM;MOVIEMAX IGARASSU;IGARASSU;PE;P.M.C. CINEMAS DO BRASIL LTDA
226;4;0;2;SIM;SIM;SIM;CINE A SAO JOAO DA BOA VISTA;SÃO JOÃO DA BOA VISTA;SP;CINE A LTDA
218;4;0;2;SIM;NÃO;SIM;CINEMAIS UBERABA;UBERABA;MG;CINEMAIS CINEMAS LTDA
216;4;0;2;NÃO;NÃO;SIM;MOVIECOM VALE DO AÇO;IPATINGA;MG;EMPRESA CINEMATOGRÁFICA IPATINGA LTDA
214;4;0;2;SIM;NÃO;SIM;CINE A VITORIA;VITÓRIA;ES;CINE A LTDA
213;4;0;2;SIM;NÃO;SIM;GRUPOCINE ANDRADINA;ANDRADINA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
213;4;0;2;SIM;SIM;NÃO;CM CINEMAS SBO;SANTA BÁRBARA D'OESTE;SP;RAYL EMPRESA CINEMATOGRAFICA LTDA
211;4;0;2;SIM;NÃO;SIM;ESPAÇO ITAÚ DE CINEMA AUGUSTA;SÃO PAULO;SP;CINEMA ARTEPLEX LTDA.
210;4;0;2;NÃO;NÃO;SIM;MOVIECOM JARAGUÁ;ARARAQUARA;SP;CINEMATOGRÁFICA JARAGUÁ LTDA
208;4;0;2;NÃO;NÃO;SIM;MOVIECOM TAUBATÉ;TAUBATÉ;SP;MOVIEPASS CINEMATOGRÁFICA LTDA
207;4;0;2;SIM;SIM;NÃO;CINEFLIX - APARECIDA DE GOIANIA;APARECIDA DE GOIÂNIA;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
206;4;0;2;SIM;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
204;4;0;2;SIM;NÃO;SIM;CINE A VITORIA;VITÓRIA;ES;CINE A LTDA
201;4;0;2;NÃO;SIM;SIM;CINE GLAUBER ROCHA;SALVADOR;BA;ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA
200;4;0;2;NÃO;NÃO;SIM;MOVIECOM TIVOLI;SANTA BÁRBARA D'OESTE;SP;CINEMATOGRÁFICA PASSOS LTDA
200;4;0;2;NÃO;NÃO;NÃO;MOVIECOM TIVOLI;SANTA BÁRBARA D'OESTE;SP;CINEMATOGRÁFICA PASSOS LTDA
192;4;0;2;SIM;NÃO;SIM;CINESERCLA SHOPPING PRÊMIO;NOSSA SENHORA DO SOCORRO;SE;EXIBIDORA NACIONAL DE FILMES LTDA
192;4;0;2;SIM;NÃO;SIM;CINE A VITORIA;VITÓRIA;ES;CINE A LTDA
191;4;0;2;SIM;NÃO;SIM;MULTIPLEX DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;MSA EMPRESA CINEMATOGRÁFICA LTDA
190;4;0;2;SIM;NÃO;SIM;GRUPOCINE VITÓRIA DE SANTO ANTÃO;VITÓRIA DE SANTO ANTÃO;PE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
188;4;0;2;SIM;NÃO;SIM;GRUPOCINE CAJAMAR;CAJAMAR;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
187;4;0;2;NÃO;NÃO;SIM;MOVIECOM JARAGUÁ;ARARAQUARA;SP;CINEMATOGRÁFICA JARAGUÁ LTDA
187;4;0;2;SIM;NÃO;SIM;GRUPOCINE ITAPECERICA MATRIZ;ITAPECERICA DA SERRA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
186;4;0;2;SIM;NÃO;SIM;GRUPOCINE ITAPETININGA;ITAPETININGA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
185;4;0;2;SIM;NÃO;SIM;CENTERPLEX MESSEJANA;FORTALEZA;CE;EMPRESA DE CINEMAS FORTALEZA LTDA
184;4;0;2;SIM;NÃO;SIM;CINE COLOMBO RESENDE;RESENDE;RJ;CINE A LTDA
179;4;0;2;SIM;NÃO;SIM;CINE A ALFENAS;ALFENAS;MG;CINE A LTDA
177;4;0;2;SIM;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
177;4;0;2;NÃO;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
176;4;0;2;NÃO;NÃO;SIM;CINESYSTEM PAULISTA;PAULISTA;PE;REDECINE BRA CINEMATOGRÁFICA S.A.
174;4;0;2;SIM;NÃO;SIM;CENTERPLEX GRANDE CIRCULAR;MANAUS;AM;CINE ELI AMAZONAS CINEMAS LTDA - EM RECUPERAÇÃO JUDICIAL
173;4;0;2;SIM;SIM;NÃO;CINEFLIX - VALPARAISO DE GOIAS;VALPARAÍSO DE GOIÁS;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
171;4;0;2;NÃO;NÃO;NÃO;MOVIECOM PENHA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
170;4;0;2;SIM;SIM;NÃO;CINEFLIX - APARECIDA DE GOIANIA;APARECIDA DE GOIÂNIA;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
170;4;0;2;NÃO;NÃO;SIM;MOVIECOM BOAVISTA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
169;4;0;2;NÃO;NÃO;SIM;MOVIECOM VALE DO AÇO;IPATINGA;MG;EMPRESA CINEMATOGRÁFICA IPATINGA LTDA
167;4;0;2;SIM;NÃO;SIM;GRUPOCINE VITÓRIA DE SANTO ANTÃO;VITÓRIA DE SANTO ANTÃO;PE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
166;4;0;2;SIM;NÃO;SIM;GRUPOCINE VITÓRIA DE SANTO ANTÃO;VITÓRIA DE SANTO ANTÃO;PE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
165;4;0;2;SIM;NÃO;SIM;CENTERPLEX GRANDE CIRCULAR;MANAUS;AM;CINE ELI AMAZONAS CINEMAS LTDA - EM RECUPERAÇÃO JUDICIAL
165;4;0;2;SIM;NÃO;SIM;GRUPOCINE VÁRZEA PAULISTA;VÁRZEA PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
164;4;0;2;NÃO;NÃO;SIM;MOVIECOM PENHA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
163;4;0;2;SIM;NÃO;SIM;CINE COLOMBO RESENDE;RESENDE;RJ;CINE A LTDA
163;4;0;2;SIM;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
162;4;0;2;SIM;NÃO;SIM;KINOPLEX GOIÂNIA;GOIÂNIA;GO;EMPRESA CINEMAS SÃO LUIZ S/A
154;4;0;2;SIM;NÃO;SIM;KINOPLEX GOIÂNIA;GOIÂNIA;GO;EMPRESA CINEMAS SÃO LUIZ S/A
153;4;0;2;NÃO;NÃO;NÃO;CINE VILA RICA: CAMPO VERDE;CAMPO VERDE;MT;MAURICIO JOSE NICOLINO & CIA LTDA
152;4;0;2;SIM;SIM;NÃO;CINEFLIX - APARECIDA DE GOIANIA;APARECIDA DE GOIÂNIA;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
152;4;0;2;NÃO;NÃO;SIM;MOVIECOM VALE DO AÇO;IPATINGA;MG;EMPRESA CINEMATOGRÁFICA IPATINGA LTDA
150;4;0;2;SIM;NÃO;SIM;CINE SHOPPING SÃO CARLOS;SÃO CARLOS;SP;CINEMAS ALVORADA DIVERSÕES LTDA
149;4;0;2;NÃO;NÃO;NÃO;CINESYSTEM PAULISTA;PAULISTA;PE;REDECINE BRA CINEMATOGRÁFICA S.A.
142;4;0;2;SIM;NÃO;SIM;GRUPOCINE VÁRZEA PAULISTA;VÁRZEA PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
141;4;0;2;SIM;NÃO;SIM;CENTERPLEX MESSEJANA;FORTALEZA;CE;EMPRESA DE CINEMAS FORTALEZA LTDA
136;4;0;2;SIM;NÃO;SIM;CENTERPLEX MESSEJANA;FORTALEZA;CE;EMPRESA DE CINEMAS FORTALEZA LTDA
135;4;0;2;SIM;NÃO;SIM;GRUPOCINE VÁRZEA PAULISTA;VÁRZEA PAULISTA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
120;4;0;2;NÃO;NÃO;NÃO;MOVIECOM PENHA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
119;4;0;2;SIM;NÃO;SIM;SOROCABA CIANE;SOROCABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
116;4;0;2;NÃO;NÃO;SIM;CINESYSTEM PAULISTA;PAULISTA;PE;REDECINE BRA CINEMATOGRÁFICA S.A.
115;4;0;2;NÃO;NÃO;SIM;CINESYSTEM PAULISTA;PAULISTA;PE;REDECINE BRA CINEMATOGRÁFICA S.A.
114;4;0;2;SIM;SIM;NÃO;CONSTRUCINE LONDRINA;LONDRINA;PR;RR2 CINEMATOGRAFIA LTDA
91;4;0;2;NÃO;NÃO;NÃO;MOVIECOM PENHA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
87;4;0;2;SIM;SIM;NÃO;CINEFLIX - VALPARAISO DE GOIAS;VALPARAÍSO DE GOIÁS;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
83;4;0;2;SIM;SIM;NÃO;CINEFLIX - VALPARAISO DE GOIAS;VALPARAÍSO DE GOIÁS;GO;MOVIESYSTEM CINEMATOGRAFICA LTDA
291;3;0;2;SIM;NÃO;SIM;MULTICINE SOBRAL;SOBRAL;CE;MULTICINE CINEMAS LTDA
274;3;0;2;SIM;NÃO;SIM;UNIPLEX JOINVILLE;JOINVILLE;SC;CINEMAS UNIPLEX LTDA
238;3;0;2;SIM;NÃO;SIM;GRUPOCINE ANDRADINA;ANDRADINA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
174;3;0;2;SIM;SIM;NÃO;CINEVISION CORUMBA;CORUMBÁ;MS;CINEVISION CORUMBA LTDA
169;3;0;2;SIM;NÃO;SIM;MOVIEMAX IGARASSU;IGARASSU;PE;P.M.C. CINEMAS DO BRASIL LTDA
150;3;0;2;SIM;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
146;3;0;2;SIM;NÃO;SIM;GRUPOCINE ITAPECERICA MATRIZ;ITAPECERICA DA SERRA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
144;3;0;2;SIM;NÃO;SIM;CENTRO DE CULTURA BELAS ARTES CINEMA;SÃO PAULO;SP;CENTRO DE CULTURA BELAS ARTES CINEMAS
142;3;0;2;SIM;NÃO;SIM;MOVIEMAX IGARASSU;IGARASSU;PE;P.M.C. CINEMAS DO BRASIL LTDA
139;3;0;2;SIM;NÃO;SIM;CINEMAIS GUARATINGUETÁ;GUARATINGUETÁ;SP;CINEMAIS CINEMAS LTDA
135;3;0;2;SIM;NÃO;SIM;CENTRO DE CULTURA BELAS ARTES CINEMA;SÃO PAULO;SP;CENTRO DE CULTURA BELAS ARTES CINEMAS
130;3;0;2;SIM;SIM;NÃO;CONSTRUCINE LONDRINA;LONDRINA;PR;RR2 CINEMATOGRAFIA LTDA
125;3;0;2;SIM;SIM;NÃO;CINEFLIX - TAQUARA;RIO DE JANEIRO;RJ;MOVIESYSTEM CINEMATOGRAFICA LTDA
118;3;0;2;NÃO;NÃO;NÃO;SALADEARTE CINE VIVO;SALVADOR;BA;CINEMA E ARTE PRODUÇÕES LTDA
116;3;0;2;NÃO;NÃO;SIM;MOVIECOM JARAGUÁ;ARARAQUARA;SP;CINEMATOGRÁFICA JARAGUÁ LTDA
109;3;0;2;SIM;SIM;NÃO;CINEFLIX - TAQUARA;RIO DE JANEIRO;RJ;MOVIESYSTEM CINEMATOGRAFICA LTDA
103;3;0;2;NÃO;NÃO;SIM;ARAÚJO MULTIPLEX VIA VERDE;RIO BRANCO;AC;EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA
88;3;0;2;SIM;NÃO;SIM;ARAUJO MULTIPLEX SHOPPING PIRACICABA;PIRACICABA;SP;MSA EMPRESA CINEMATOGRÁFICA LTDA
246;2;0;2;NÃO;NÃO;SIM;MOVIECOM MAXI;JUNDIAÍ;SP;MAXI CINEMATOGRÁFICA LTDA
242;2;0;2;NÃO;NÃO;SIM;MOVIECOM MAXI;JUNDIAÍ;SP;MAXI CINEMATOGRÁFICA LTDA
226;2;0;2;NÃO;NÃO;SIM;MOVIECOM MAXI;JUNDIAÍ;SP;MAXI CINEMATOGRÁFICA LTDA
212;2;0;2;SIM;NÃO;SIM;CINE A VITORIA;VITÓRIA;ES;CINE A LTDA
208;2;0;2;SIM;NÃO;SIM;MULTICINE CIDADE JARDIM;GOIÂNIA;GO;MULTICINE CINEMAS LTDA
201;2;0;2;NÃO;NÃO;SIM;MOVIECOM JAÚ;JAÚ;SP;CINEPASS CINEMATOGRÁFICA LTDA
201;2;0;2;SIM;NÃO;SIM;MULTICINE SOBRAL;SOBRAL;CE;MULTICINE CINEMAS LTDA
198;2;0;2;SIM;NÃO;SIM;CINE A ITAJUBA;ITAJUBÁ;MG;CINE A LTDA
198;2;0;2;NÃO;NÃO;SIM;MOVIECOM JAÚ;JAÚ;SP;CINEPASS CINEMATOGRÁFICA LTDA
194;2;0;2;SIM;NÃO;NÃO;MULTICINE CIDADE JARDIM;GOIÂNIA;GO;MULTICINE CINEMAS LTDA
194;2;0;2;SIM;NÃO;SIM;CINE COLOMBO RESENDE;RESENDE;RJ;CINE A LTDA
192;2;0;2;SIM;NÃO;SIM;CINESERCLA OSASCO PLAZA;OSASCO;SP;LB CINEMAS LTDA
190;2;0;2;SIM;NÃO;SIM;M M CHAINÇA COLOMBO;COLOMBO;PR;CINEMAS UNIPLEX LTDA
187;2;0;2;SIM;SIM;SIM;CINE A SAO JOAO DA BOA VISTA;SÃO JOÃO DA BOA VISTA;SP;CINE A LTDA
184;2;0;2;SIM;NÃO;SIM;M M CHAINÇA COLOMBO;COLOMBO;PR;CINEMAS UNIPLEX LTDA
178;2;0;2;NÃO;NÃO;SIM;MOVIECOM TIVOLI;SANTA BÁRBARA D'OESTE;SP;CINEMATOGRÁFICA PASSOS LTDA
176;2;0;2;SIM;NÃO;SIM;CINE A TRES CORAÇÕES;TRÊS CORAÇÕES;MG;CINE A LTDA
173;2;0;2;NÃO;NÃO;SIM;GRUPOCINE SANTA ISABEL;SANTA ISABEL;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
164;2;0;2;SIM;NÃO;SIM;CINE A ITAJUBA;ITAJUBÁ;MG;CINE A LTDA
164;2;0;2;SIM;NÃO;SIM;CINE COLOMBO - ITAPIRA;ITAPIRA;SP;CINE A LTDA
159;2;0;2;SIM;NÃO;SIM;RESERVA CULTURAL BELA VISTA;SÃO PAULO;SP;RESERVA CULTURAL DE CINEMA LTDA.
156;2;0;2;NÃO;NÃO;SIM;CINESYSTEM SANTARÉM;SANTARÉM;PA;REDECINE BRA CINEMATOGRÁFICA S.A.
154;2;0;2;SIM;NÃO;SIM;CINE A ITAJUBA;ITAJUBÁ;MG;CINE A LTDA
154;2;0;2;SIM;SIM;SIM;CINEMAX PIRAJU;PIRAJU;SP;LUCIANE DE ALMEIDA ARRUDA CAMPOS CINEMA ME
152;2;0;2;NÃO;NÃO;SIM;CINESYSTEM SANTARÉM;SANTARÉM;PA;REDECINE BRA CINEMATOGRÁFICA S.A.
150;2;0;2;SIM;NÃO;SIM;CINESERCLA OSASCO PLAZA;OSASCO;SP;LB CINEMAS LTDA
147;2;0;2;SIM;NÃO;SIM;CINEPLAY PANORAMICO;SOROCABA;SP;CIA DE CINEMA BRASIL
146;2;0;2;SIM;NÃO;SIM;CINE QUELIPE PLANALTINA;PLANALTINA;GO;ESQ ENTRETENIMENTOS LTDA.
145;2;0;2;SIM;NÃO;SIM;CINE COLOMBO - ESPÍRITO SANTO DO PINHAL;ESPÍRITO SANTO DO PINHAL;SP;CINE A LTDA
139;2;0;2;SIM;NÃO;SIM;CINEMA ARACATI;ARACATI;CE;J B PINHEIRO ALVES JUNIOR - ME
135;2;0;2;NÃO;NÃO;SIM;CINE'N FUN;BAURU;SP;LANCHES ALAMEDA QUALITY CENTER LTDA
135;2;0;2;SIM;NÃO;SIM;CINESERCLA OSASCO PLAZA;OSASCO;SP;LB CINEMAS LTDA
128;2;0;2;SIM;NÃO;SIM;CINEMA ARACATI;ARACATI;CE;J B PINHEIRO ALVES JUNIOR - ME
121;2;0;2;SIM;NÃO;SIM;RESERVA CULTURAL BELA VISTA;SÃO PAULO;SP;RESERVA CULTURAL DE CINEMA LTDA.
120;2;0;2;SIM;SIM;NÃO;CINEMAIS GOIANIA BOUGAINVILLE;GOIÂNIA;GO;CINEMAIS CINEMAS LTDA
120;2;0;2;SIM;NÃO;SIM;CINESERCLA OSASCO PLAZA;OSASCO;SP;LB CINEMAS LTDA
118;2;0;2;SIM;NÃO;SIM;GRUPOCINE MARANGUAPE;MARANGUAPE;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
117;2;0;2;NÃO;NÃO;SIM;CINESERCLA PÁTIO MIX TEIXEIRA;TEIXEIRA DE FREITAS;BA;ADICINE ADMINISTRADORA DE CINEMAS LTDA
116;2;0;2;SIM;SIM;NÃO;CINEFLIX - CURITIBA (CUR);CURITIBA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
112;2;0;2;SIM;NÃO;SIM;RESERVA CULTURAL BELA VISTA;SÃO PAULO;SP;RESERVA CULTURAL DE CINEMA LTDA.
109;2;0;2;SIM;NÃO;SIM;MULTICINE SOBRAL;SOBRAL;CE;MULTICINE CINEMAS LTDA
107;2;0;2;SIM;SIM;NÃO;CINEFLIX - CURITIBA (CUR);CURITIBA;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
106;2;0;2;SIM;NÃO;SIM;SALADEARTE CINEMAM;SALVADOR;BA;CINEMA E ARTE PRODUÇÕES LTDA
105;2;0;2;NÃO;NÃO;NÃO;MOVIECOM BOAVISTA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
103;2;0;2;SIM;NÃO;SIM;UCI PARK JACAREPAGUÁ;RIO DE JANEIRO;RJ;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
101;2;0;2;SIM;NÃO;SIM;GRUPOCINE MARANGUAPE;MARANGUAPE;CE;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
93;2;0;2;SIM;NÃO;NÃO;CENTERPLEX ARACAJU;ARACAJU;SE;CINE ELI SERGIPE CINEMAS LTDA
90;2;0;2;NÃO;SIM;SIM;CINE PASSEIO;CURITIBA;PR;CURITIBA ARTE - INSTITUTO CURITIBA DE ARTE E CULTURA
90;2;0;2;SIM;SIM;NÃO;CONSTRUCINE LONDRINA;LONDRINA;PR;RR2 CINEMATOGRAFIA LTDA
84;2;0;2;SIM;NÃO;SIM;CINE SHOPPING SÃO CARLOS;SÃO CARLOS;SP;CINEMAS ALVORADA DIVERSÕES LTDA
84;2;0;2;NÃO;NÃO;SIM;MOVIECOM BOAVISTA;SÃO PAULO;SP;CINEMATOGRÁFICA PASSOS LTDA
83;2;0;2;SIM;NÃO;SIM;CINE COLOMBO - ARARAS;ARARAS;SP;CINE A LTDA
63;2;0;2;NÃO;NÃO;SIM;JOSUE´S CINE FORMIGA;FORMIGA;MG;JOSUE´S CINE & FOTO LTDA
237;1;0;2;SIM;NÃO;SIM;M. M. CHAINÇA PIRASSUNUNGA;PIRASSUNUNGA;SP;CINEMAS UNIPLEX LTDA
193;1;0;2;SIM;NÃO;SIM;MULTICINE CIDADE JARDIM;GOIÂNIA;GO;MULTICINE CINEMAS LTDA
143;1;0;2;SIM;NÃO;SIM;CINESERCLA SHOPPING TAMBIÁ;JOÃO PESSOA;PB;EXIBIDORA NACIONAL DE FILMES LTDA
132;1;0;2;SIM;NÃO;SIM;CINESERCLA SHOPPING TAMBIÁ;JOÃO PESSOA;PB;EXIBIDORA NACIONAL DE FILMES LTDA
96;1;0;2;SIM;NÃO;SIM;CINESERCLA SHOPPING TAMBIÁ;JOÃO PESSOA;PB;EXIBIDORA NACIONAL DE FILMES LTDA
95;1;0;2;SIM;NÃO;SIM;CINE A TRES CORAÇÕES;TRÊS CORAÇÕES;MG;CINE A LTDA
85;1;0;2;SIM;NÃO;SIM;CINESERCLA SHOPPING TAMBIÁ;JOÃO PESSOA;PB;EXIBIDORA NACIONAL DE FILMES LTDA
69;1;0;2;SIM;NÃO;NÃO;CINESYSTEM MORUMBI TOWN;SÃO PAULO;SP;REDECINE BRA CINEMATOGRÁFICA S.A.
170;20;70;1;SIM;SIM;NÃO;CINE MAX - SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;RS;CINE MAX BRASIL LTDA
130;20;30;1;SIM;SIM;NÃO;CINE MAX - SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;RS;CINE MAX BRASIL LTDA
166;3;25;1;SIM;NÃO;NÃO;GRUPOCINE CATANDUVA;CATANDUVA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
178;2;24;1;SIM;NÃO;NÃO;GRUPOCINE CATANDUVA;CATANDUVA;SP;EMPRESA CINEMATOGRAFICA BOMBOCINE LTDA
140;2;14;1;SIM;NÃO;SIM;CINE SHOW ANGRA DOS REIS;ANGRA DOS REIS;RJ;TATU FILMES LTDA
198;4;12;1;SIM;NÃO;SIM;CINE SHOW ANGRA DOS REIS;ANGRA DOS REIS;RJ;TATU FILMES LTDA
180;4;11;1;SIM;NÃO;SIM;CINE SHOW ANGRA DOS REIS;ANGRA DOS REIS;RJ;TATU FILMES LTDA
134;2;10;1;NÃO;NÃO;SIM;CINE MAX CANOINHAS;CANOINHAS;SC;CINEMAX CINEMA CANOINHAS LTDA-ME
116;2;8;1;SIM;NÃO;SIM;CINEMA BOULEVARD RIO;RIO DE JANEIRO;RJ;EMPRESA CINEMAS SÃO LUIZ S/A
348;7;7;1;SIM;NÃO;NÃO;CINEFLIX PARK MARINGÁ;MARINGÁ;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
300;7;7;1;SIM;NÃO;NÃO;CINEFLIX PARK MARINGÁ;MARINGÁ;PR;MOVIESYSTEM CINEMATOGRAFICA LTDA
131;2;7;1;SIM;NÃO;SIM;CINE SHOW ANGRA DOS REIS;ANGRA DOS REIS;RJ;TATU FILMES LTDA
260;4;6;1;SIM;SIM;NÃO;CEU BARRO BRANCO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU ARTHUR ALVIM;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU VILA ALPINA;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU CARRÃO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU SÃO MIGUEL;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU PINHEIRINHO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU PARQUE NOVO MUNDO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU PARQUE DO CARMO;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU FREGUESIA DO Ó;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU TREMEMBÉ;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
260;4;6;1;SIM;SIM;NÃO;CEU TAIPAS;SÃO PAULO;SP;EMPRESA DE CINEMA E AUDIOVISUAL DE SÃO PAULO S.A.
